raman_shift_cm-1,wavelength_nm,intensity
3571.460282,272.823000,3.525499
3579.385225,272.882000,4.214454
3587.306741,272.941000,-0.682646
3595.090658,272.999000,-1.477878
3603.005387,273.058000,2.294346
3610.782635,273.116000,0.142425
3618.690585,273.175000,1.317708
3626.461173,273.233000,-3.915115
3634.362353,273.292000,-0.142600
3642.126290,273.350000,-0.579365
3650.020708,273.409000,-3.412204
3657.778002,273.467000,-0.275694
3665.665667,273.526000,2.786208
3673.416327,273.584000,1.604900
3681.163701,273.642000,3.833836
3689.041282,273.701000,5.738549
3696.782035,273.759000,3.511622
3704.652885,273.818000,-2.169293
3712.387025,273.876000,-5.927011
3720.117889,273.934000,4.272076
3727.845481,273.992000,3.196840
3735.702951,274.051000,2.252951
3743.423947,274.109000,0.305623
3751.141676,274.167000,-1.514991
3758.989119,274.226000,-4.569552
3766.700265,274.284000,0.468948
3774.408150,274.342000,1.951826
3782.112776,274.400000,3.573097
3789.814146,274.458000,5.637118
3797.644960,274.517000,-4.982961
3805.339767,274.575000,1.621617
3813.031324,274.633000,2.964149
3820.719634,274.691000,0.302520
3828.404697,274.749000,-5.123799
3836.086516,274.807000,-2.714144
3843.765093,274.865000,-1.973811
3851.440431,274.923000,2.513203
3859.112530,274.981000,0.164076
3866.781394,275.039000,-0.486508
3874.447024,275.097000,-1.057180
3882.109423,275.155000,4.574077
3889.768591,275.213000,1.774765
3897.424533,275.271000,-2.642576
3905.077248,275.329000,-0.520237
3912.726740,275.387000,3.082686
3920.373011,275.445000,1.908038
3928.016062,275.503000,-2.441916
3935.655896,275.561000,5.605418
3943.292514,275.619000,0.769131
3950.925919,275.677000,-3.380014
3958.424585,275.734000,-3.606622
3966.051625,275.792000,1.011257
3973.675457,275.850000,1.602965
3981.296084,275.908000,1.170290
3988.913508,275.966000,2.840928
3996.396478,276.023000,4.302272
4004.007557,276.081000,1.528912
4011.615438,276.139000,4.454333
4019.220124,276.197000,2.366853
4026.690584,276.254000,-3.280044
4034.288940,276.312000,-10.503410
4041.884108,276.370000,-0.696020
4049.345219,276.427000,-4.670229
4056.934068,276.485000,-3.714858
4064.519735,276.543000,-7.124971
4071.971515,276.600000,-2.601071
4079.550876,276.658000,-2.069338
4086.996462,276.715000,0.109617
4094.569525,276.773000,-0.794597
4102.008927,276.830000,-4.132650
4109.575700,276.888000,-2.171336
4117.008923,276.945000,2.104870
4124.569414,277.003000,-2.227788
4131.996467,277.060000,2.239550
4139.550684,277.118000,2.052573
4146.971575,277.175000,6.088069
4154.519525,277.233000,-3.087856
4161.934262,277.290000,-8.875402
4169.475953,277.348000,-4.154976
4228.011654,277.799000,5.741529
4235.396210,277.856000,2.679452
4242.907211,277.914000,-0.452465
4250.415077,277.972000,1.711945
4257.790445,278.029000,2.207118
4265.292102,278.087000,2.715390
4272.790631,278.145000,-2.292485
4280.156828,278.202000,5.051894
4287.649159,278.260000,-1.883515
4295.138368,278.318000,-2.347715
4302.495411,278.375000,0.613863
4309.978434,278.433000,0.409424
4317.329402,278.490000,-1.276803
4324.806246,278.548000,10.093600
4332.151147,278.605000,2.329387
4339.621821,278.663000,-3.631490
4346.960661,278.720000,-0.269233
4354.425172,278.778000,0.549912
4361.757959,278.835000,-1.614714
4369.216314,278.893000,0.263060
4376.543056,278.950000,-0.161862
4383.995264,279.008000,0.539299
4391.315968,279.065000,-3.810360
4398.762036,279.123000,2.705894
4406.076709,279.180000,0.560380
