spectrum_id,spectrum_file,source_type,instrument,pds_product_lid,pds_csv_url,pds_label_url,pds_bundle_doi,sol,start_time_utc,sequence_id,calibration_target_number,calibration_target_name,region,n_point_spectra_averaged,n_channels,laser_wavelength_nm,major_category,mineral_label,label_status,supervised_training_usable,domain_adaptation_usable,recommended_use,provenance_note
SAU008_SS__0181_0683036862_175RRS__0070000SRLC15031B108ZPZJ03_REGION_3_MEAN,data/sherloc_sau008_calibration/mean_spectra/SAU008_SS__0181_0683036862_175RRS__0070000SRLC15031B108ZPZJ03_REGION_3_MEAN.csv,SHERLOC calibration target Mars meteorite SaU 008,"SHERLOC, Perseverance rover",urn:nasa:pds:mars2020_sherloc:data_processed:ss__0181_0683036862_175rrs__0070000srlc15031b108zpzj03,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00181/ss__0181_0683036862_175rrs__0070000srlc15031b108zpzj03.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00181/ss__0181_0683036862_175rrs__0070000srlc15031b108zpzj03.xml,10.17189/1522643,181,2021-08-24T00:30:58.611Z,srlc15031,3,Mars Meteorite SaU 008,REGION_3,1,2148,248.6,,,bulk_target_only_no_point_level_mineral_label,False,True,"SHERLOC-domain adaptation, calibration-domain checking, or manual mineral-label review",External calibration products use SRLC15*; SHERLOC calibration target material number 3 is Mars Meteorite SaU 008 in the PDS user guide and RDR SIS.
SAU008_SS__0181_0683037017_955RRS__0070000SRLC15030WT08CGNJ06_REGION_1_MEAN,data/sherloc_sau008_calibration/mean_spectra/SAU008_SS__0181_0683037017_955RRS__0070000SRLC15030WT08CGNJ06_REGION_1_MEAN.csv,SHERLOC calibration target Mars meteorite SaU 008,"SHERLOC, Perseverance rover",urn:nasa:pds:mars2020_sherloc:data_processed:ss__0181_0683037017_955rrs__0070000srlc15030wt08cgnj06,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00181/ss__0181_0683037017_955rrs__0070000srlc15030wt08cgnj06.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00181/ss__0181_0683037017_955rrs__0070000srlc15030wt08cgnj06.xml,10.17189/1522643,181,2021-08-24T00:33:53.876Z,srlc15030,3,Mars Meteorite SaU 008,REGION_1,1296,2148,248.6,,,bulk_target_only_no_point_level_mineral_label,False,True,"SHERLOC-domain adaptation, calibration-domain checking, or manual mineral-label review",External calibration products use SRLC15*; SHERLOC calibration target material number 3 is Mars Meteorite SaU 008 in the PDS user guide and RDR SIS.
SAU008_SS__0181_0683037017_955RRS__0070000SRLC15030WT08CGNJ06_REGION_2_MEAN,data/sherloc_sau008_calibration/mean_spectra/SAU008_SS__0181_0683037017_955RRS__0070000SRLC15030WT08CGNJ06_REGION_2_MEAN.csv,SHERLOC calibration target Mars meteorite SaU 008,"SHERLOC, Perseverance rover",urn:nasa:pds:mars2020_sherloc:data_processed:ss__0181_0683037017_955rrs__0070000srlc15030wt08cgnj06,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00181/ss__0181_0683037017_955rrs__0070000srlc15030wt08cgnj06.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00181/ss__0181_0683037017_955rrs__0070000srlc15030wt08cgnj06.xml,10.17189/1522643,181,2021-08-24T00:33:53.876Z,srlc15030,3,Mars Meteorite SaU 008,REGION_2,1296,2148,248.6,,,bulk_target_only_no_point_level_mineral_label,False,True,"SHERLOC-domain adaptation, calibration-domain checking, or manual mineral-label review",External calibration products use SRLC15*; SHERLOC calibration target material number 3 is Mars Meteorite SaU 008 in the PDS user guide and RDR SIS.
SAU008_SS__0181_0683037017_955RRS__0070000SRLC15030WT08CGNJ06_REGION_3_MEAN,data/sherloc_sau008_calibration/mean_spectra/SAU008_SS__0181_0683037017_955RRS__0070000SRLC15030WT08CGNJ06_REGION_3_MEAN.csv,SHERLOC calibration target Mars meteorite SaU 008,"SHERLOC, Perseverance rover",urn:nasa:pds:mars2020_sherloc:data_processed:ss__0181_0683037017_955rrs__0070000srlc15030wt08cgnj06,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00181/ss__0181_0683037017_955rrs__0070000srlc15030wt08cgnj06.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00181/ss__0181_0683037017_955rrs__0070000srlc15030wt08cgnj06.xml,10.17189/1522643,181,2021-08-24T00:33:53.876Z,srlc15030,3,Mars Meteorite SaU 008,REGION_3,1296,2148,248.6,,,bulk_target_only_no_point_level_mineral_label,False,True,"SHERLOC-domain adaptation, calibration-domain checking, or manual mineral-label review",External calibration products use SRLC15*; SHERLOC calibration target material number 3 is Mars Meteorite SaU 008 in the PDS user guide and RDR SIS.
SAU008_SS__0181_0683038102_720RRS__0070000SRLC15030BT08ZPZJ03_REGION_1_MEAN,data/sherloc_sau008_calibration/mean_spectra/SAU008_SS__0181_0683038102_720RRS__0070000SRLC15030BT08ZPZJ03_REGION_1_MEAN.csv,SHERLOC calibration target Mars meteorite SaU 008,"SHERLOC, Perseverance rover",urn:nasa:pds:mars2020_sherloc:data_processed:ss__0181_0683038102_720rrs__0070000srlc15030bt08zpzj03,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00181/ss__0181_0683038102_720rrs__0070000srlc15030bt08zpzj03.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00181/ss__0181_0683038102_720rrs__0070000srlc15030bt08zpzj03.xml,10.17189/1522643,181,2021-08-24T00:51:41.414Z,srlc15030,3,Mars Meteorite SaU 008,REGION_1,2,2148,248.6,,,bulk_target_only_no_point_level_mineral_label,False,True,"SHERLOC-domain adaptation, calibration-domain checking, or manual mineral-label review",External calibration products use SRLC15*; SHERLOC calibration target material number 3 is Mars Meteorite SaU 008 in the PDS user guide and RDR SIS.
SAU008_SS__0181_0683038102_720RRS__0070000SRLC15030BT08ZPZJ03_REGION_2_MEAN,data/sherloc_sau008_calibration/mean_spectra/SAU008_SS__0181_0683038102_720RRS__0070000SRLC15030BT08ZPZJ03_REGION_2_MEAN.csv,SHERLOC calibration target Mars meteorite SaU 008,"SHERLOC, Perseverance rover",urn:nasa:pds:mars2020_sherloc:data_processed:ss__0181_0683038102_720rrs__0070000srlc15030bt08zpzj03,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00181/ss__0181_0683038102_720rrs__0070000srlc15030bt08zpzj03.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00181/ss__0181_0683038102_720rrs__0070000srlc15030bt08zpzj03.xml,10.17189/1522643,181,2021-08-24T00:51:41.414Z,srlc15030,3,Mars Meteorite SaU 008,REGION_2,2,2148,248.6,,,bulk_target_only_no_point_level_mineral_label,False,True,"SHERLOC-domain adaptation, calibration-domain checking, or manual mineral-label review",External calibration products use SRLC15*; SHERLOC calibration target material number 3 is Mars Meteorite SaU 008 in the PDS user guide and RDR SIS.
SAU008_SS__0181_0683038102_720RRS__0070000SRLC15030BT08ZPZJ03_REGION_3_MEAN,data/sherloc_sau008_calibration/mean_spectra/SAU008_SS__0181_0683038102_720RRS__0070000SRLC15030BT08ZPZJ03_REGION_3_MEAN.csv,SHERLOC calibration target Mars meteorite SaU 008,"SHERLOC, Perseverance rover",urn:nasa:pds:mars2020_sherloc:data_processed:ss__0181_0683038102_720rrs__0070000srlc15030bt08zpzj03,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00181/ss__0181_0683038102_720rrs__0070000srlc15030bt08zpzj03.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00181/ss__0181_0683038102_720rrs__0070000srlc15030bt08zpzj03.xml,10.17189/1522643,181,2021-08-24T00:51:41.414Z,srlc15030,3,Mars Meteorite SaU 008,REGION_3,2,2148,248.6,,,bulk_target_only_no_point_level_mineral_label,False,True,"SHERLOC-domain adaptation, calibration-domain checking, or manual mineral-label review",External calibration products use SRLC15*; SHERLOC calibration target material number 3 is Mars Meteorite SaU 008 in the PDS user guide and RDR SIS.
SAU008_SS__0712_0730187824_430RRS__0332864SRLC15030WT08CGNJ01_REGION_1_MEAN,data/sherloc_sau008_calibration/mean_spectra/SAU008_SS__0712_0730187824_430RRS__0332864SRLC15030WT08CGNJ01_REGION_1_MEAN.csv,SHERLOC calibration target Mars meteorite SaU 008,"SHERLOC, Perseverance rover",urn:nasa:pds:mars2020_sherloc:data_processed:ss__0712_0730187824_430rrs__0332864srlc15030wt08cgnj01,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00712/ss__0712_0730187824_430rrs__0332864srlc15030wt08cgnj01.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00712/ss__0712_0730187824_430rrs__0332864srlc15030wt08cgnj01.xml,10.17189/1522643,712,2023-02-20T18:06:52.082Z,srlc15030,3,Mars Meteorite SaU 008,REGION_1,1296,2148,248.6,,,bulk_target_only_no_point_level_mineral_label,False,True,"SHERLOC-domain adaptation, calibration-domain checking, or manual mineral-label review",External calibration products use SRLC15*; SHERLOC calibration target material number 3 is Mars Meteorite SaU 008 in the PDS user guide and RDR SIS.
SAU008_SS__0712_0730187824_430RRS__0332864SRLC15030WT08CGNJ01_REGION_2_MEAN,data/sherloc_sau008_calibration/mean_spectra/SAU008_SS__0712_0730187824_430RRS__0332864SRLC15030WT08CGNJ01_REGION_2_MEAN.csv,SHERLOC calibration target Mars meteorite SaU 008,"SHERLOC, Perseverance rover",urn:nasa:pds:mars2020_sherloc:data_processed:ss__0712_0730187824_430rrs__0332864srlc15030wt08cgnj01,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00712/ss__0712_0730187824_430rrs__0332864srlc15030wt08cgnj01.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00712/ss__0712_0730187824_430rrs__0332864srlc15030wt08cgnj01.xml,10.17189/1522643,712,2023-02-20T18:06:52.082Z,srlc15030,3,Mars Meteorite SaU 008,REGION_2,1296,2148,248.6,,,bulk_target_only_no_point_level_mineral_label,False,True,"SHERLOC-domain adaptation, calibration-domain checking, or manual mineral-label review",External calibration products use SRLC15*; SHERLOC calibration target material number 3 is Mars Meteorite SaU 008 in the PDS user guide and RDR SIS.
SAU008_SS__0712_0730187824_430RRS__0332864SRLC15030WT08CGNJ01_REGION_3_MEAN,data/sherloc_sau008_calibration/mean_spectra/SAU008_SS__0712_0730187824_430RRS__0332864SRLC15030WT08CGNJ01_REGION_3_MEAN.csv,SHERLOC calibration target Mars meteorite SaU 008,"SHERLOC, Perseverance rover",urn:nasa:pds:mars2020_sherloc:data_processed:ss__0712_0730187824_430rrs__0332864srlc15030wt08cgnj01,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00712/ss__0712_0730187824_430rrs__0332864srlc15030wt08cgnj01.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00712/ss__0712_0730187824_430rrs__0332864srlc15030wt08cgnj01.xml,10.17189/1522643,712,2023-02-20T18:06:52.082Z,srlc15030,3,Mars Meteorite SaU 008,REGION_3,1296,2148,248.6,,,bulk_target_only_no_point_level_mineral_label,False,True,"SHERLOC-domain adaptation, calibration-domain checking, or manual mineral-label review",External calibration products use SRLC15*; SHERLOC calibration target material number 3 is Mars Meteorite SaU 008 in the PDS user guide and RDR SIS.
SAU008_SS__0712_0730188676_000RRS__0332864SRLC15030BT08ZPZJ01_REGION_1_MEAN,data/sherloc_sau008_calibration/mean_spectra/SAU008_SS__0712_0730188676_000RRS__0332864SRLC15030BT08ZPZJ01_REGION_1_MEAN.csv,SHERLOC calibration target Mars meteorite SaU 008,"SHERLOC, Perseverance rover",urn:nasa:pds:mars2020_sherloc:data_processed:ss__0712_0730188676_000rrs__0332864srlc15030bt08zpzj01,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00712/ss__0712_0730188676_000rrs__0332864srlc15030bt08zpzj01.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00712/ss__0712_0730188676_000rrs__0332864srlc15030bt08zpzj01.xml,10.17189/1522643,712,2023-02-20T18:20:59.897Z,srlc15030,3,Mars Meteorite SaU 008,REGION_1,2,2148,248.6,,,bulk_target_only_no_point_level_mineral_label,False,True,"SHERLOC-domain adaptation, calibration-domain checking, or manual mineral-label review",External calibration products use SRLC15*; SHERLOC calibration target material number 3 is Mars Meteorite SaU 008 in the PDS user guide and RDR SIS.
SAU008_SS__0712_0730188676_000RRS__0332864SRLC15030BT08ZPZJ01_REGION_2_MEAN,data/sherloc_sau008_calibration/mean_spectra/SAU008_SS__0712_0730188676_000RRS__0332864SRLC15030BT08ZPZJ01_REGION_2_MEAN.csv,SHERLOC calibration target Mars meteorite SaU 008,"SHERLOC, Perseverance rover",urn:nasa:pds:mars2020_sherloc:data_processed:ss__0712_0730188676_000rrs__0332864srlc15030bt08zpzj01,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00712/ss__0712_0730188676_000rrs__0332864srlc15030bt08zpzj01.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00712/ss__0712_0730188676_000rrs__0332864srlc15030bt08zpzj01.xml,10.17189/1522643,712,2023-02-20T18:20:59.897Z,srlc15030,3,Mars Meteorite SaU 008,REGION_2,2,2148,248.6,,,bulk_target_only_no_point_level_mineral_label,False,True,"SHERLOC-domain adaptation, calibration-domain checking, or manual mineral-label review",External calibration products use SRLC15*; SHERLOC calibration target material number 3 is Mars Meteorite SaU 008 in the PDS user guide and RDR SIS.
SAU008_SS__0712_0730188676_000RRS__0332864SRLC15030BT08ZPZJ01_REGION_3_MEAN,data/sherloc_sau008_calibration/mean_spectra/SAU008_SS__0712_0730188676_000RRS__0332864SRLC15030BT08ZPZJ01_REGION_3_MEAN.csv,SHERLOC calibration target Mars meteorite SaU 008,"SHERLOC, Perseverance rover",urn:nasa:pds:mars2020_sherloc:data_processed:ss__0712_0730188676_000rrs__0332864srlc15030bt08zpzj01,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00712/ss__0712_0730188676_000rrs__0332864srlc15030bt08zpzj01.csv,https://pds-geosciences.wustl.edu/m2020/urn-nasa-pds-mars2020_sherloc/data_processed/sol_00712/ss__0712_0730188676_000rrs__0332864srlc15030bt08zpzj01.xml,10.17189/1522643,712,2023-02-20T18:20:59.897Z,srlc15030,3,Mars Meteorite SaU 008,REGION_3,2,2148,248.6,,,bulk_target_only_no_point_level_mineral_label,False,True,"SHERLOC-domain adaptation, calibration-domain checking, or manual mineral-label review",External calibration products use SRLC15*; SHERLOC calibration target material number 3 is Mars Meteorite SaU 008 in the PDS user guide and RDR SIS.
