wavenumber_cm-1,intensity
1160.594,0.00695221956166521
1161.82,0.0036028555842322774
1163.046,0.004926705465424703
1164.272,0.005018285232277157
1165.498,0.005925766434396046
1166.723,0.008217623046730663
1167.948,0.0048630835438828015
1169.173,0.0
1170.398,0.007444192079963726
1171.623,0.0
1172.847,0.0034210167408482094
1174.071,0.004224220870764013
1175.295,0.0
1176.519,0.007756992720721462
1177.743,0.0023797701378712966
1178.966,0.004127194188064222
1180.19,0.0007174288217368052
1181.413,0.0041029647499013595
1182.636,0.006090477748069192
1183.858,0.005376161655051703
1185.081,0.0060101103076627
1186.303,0.00526218882932078
1187.526,0.00523185148870374
1188.748,0.0025484142202124842
1189.969,0.004053697447168766
1191.191,0.0019821137176652165
1192.412,0.0
1193.634,0.0009341958632139946
1194.855,0.0038883959239120543
1196.076,0.0022038748335446927
1197.296,0.0007722550721066472
1198.517,0.0030203144925921295
1199.737,0.0001587348290373716
1200.957,0.002620811326887128
1202.177,0.004146895942051074
1203.397,0.0
1204.617,0.0005780384040913542
1205.836,0.0048110612972555545
1207.055,0.003399823803244361
1208.274,0.001991042065694167
1209.493,0.0020568769760789295
1210.712,0.0033570704236271574
1211.93,0.0007296691512976821
1213.148,0.0015418850850387516
1214.367,0.002859903546013275
1215.584,0.0
1216.802,0.0057593007757498
1218.02,0.0016798484217552712
1219.237,0.007598664199727037
1220.454,0.004016128102542685
1221.671,0.0014134787324975029
1222.888,0.0019998534542922733
1224.105,0.0050384476355886335
1225.321,0.004882765803282712
1226.537,0.0049693805059786355
1227.753,0.0035795637259544806
1228.969,0.006604733032019854
1230.185,0.005206890592168846
1231.4,0.00576845221957058
1232.616,0.005588791601851961
1233.831,0.008852258378333354
1235.046,0.0005668399933071842
1236.261,0.00749992160718101
1237.475,0.0008418624712391555
1238.689,0.0045424220686914344
1239.904,0.002806231695332972
1241.118,0.001799383753652269
1242.332,0.0034858234849387635
1243.545,0.003692370085511404
1244.759,0.0019280010474608308
1245.972,0.004330086790409404
1247.185,0.0037796032656829868
1248.398,0.004204317660910882
1249.611,0.0053590866743495405
1250.823,0.0011066863376214182
1252.036,0.002097471801183062
1253.248,0.006178030678931913
1254.46,0.00189271316785373
1255.671,0.010381581470556272
1256.883,0.0
1258.095,0.007105024921124265
1259.306,0.006735571696110228
1260.517,0.002191514996563611
1261.728,0.005256573713244304
1262.938,0.0002221582239711436
1264.149,0.0
1265.359,0.0014438656986796132
1266.569,0.0015631329168083771
1267.779,0.0021743078260975054
1268.989,0.00033058922506552926
1270.199,0.00010728197843755616
1271.408,0.0
1272.617,0.00045022929907868013
1273.826,0.0005992299342659767
1275.035,0.002512521843455289
1276.244,0.0022613558910832324
1277.452,0.0022019158461218
1278.661,0.0031767872791020756
1279.869,0.0008563402119358418
1281.077,0.004058246453251069
1282.285,0.0012978393556125189
1283.492,0.0012368322456986053
1284.7,0.0014199385646346593
1285.907,0.00016218414928976935
1287.114,0.000431727871173124
1288.321,0.001009702308407196
1289.527,0.0015808773193910094
1290.734,0.0013393442973296669
1291.94,0.005923815897352553
1293.146,0.0
1294.352,0.009190493607364599
1295.558,0.0036909025991774657
1296.763,0.00309223883612752
1297.969,0.008621716917572044
1299.174,0.0
1300.379,0.0049184871457177365
1301.584,0.006486912293319547
1302.788,0.0021538309094915682
1303.993,0.0005112634959827045
1305.197,0.003520920458135564
1306.401,0.003820303792368822
1307.605,0.007792197813706675
1308.809,0.0018263868279018187
1310.013,0.01268213037620729
1311.216,0.0010688190992950784
1312.419,0.0016931330091758266
1313.622,0.0021084156160925942
1314.825,0.00472466173466262
1316.028,0.004877962359773746
1317.23,0.007969521780251704
1318.432,0.0038649993713708378
1319.634,0.005470063184674681
1320.836,0.0033869805170322806
1322.038,0.005717190055094703
1323.24,0.006045969627281736
1324.441,0.008122543411213833
1325.642,0.004060323253677661
1326.843,0.006377353259237915
1328.044,0.00787786986954563
1329.245,0.0006196572554611272
1330.445,0.003956319698501661
1331.645,0.004070107137595921
1332.845,0.001977212941026925
1334.045,0.0025883587271383224
1335.245,0.0020911561905554376
1336.445,0.006523136752679264
1337.644,0.002976054413867093
1338.843,0.004589379362108166
1340.042,0.007189268257492253
1341.241,0.002214092514060802
1342.44,0.002124108600457788
1343.638,0.004542756690872811
1344.836,0.0005338199481118549
1346.034,0.0004568490767391032
1347.232,0.008536012248286482
1348.43,0.0006516487118049016
1349.628,0.005829378389106802
1350.825,0.0
1352.022,0.004110022270211421
1353.219,0.004121357859360262
1354.416,0.0024150218797280012
1355.613,0.003900115735567049
1356.809,0.003927041966697126
1358.005,0.0012365754359294756
1359.202,0.0
1360.398,0.0017377343466297825
1361.593,0.0
1362.789,0.002708095246171781
1363.984,0.0024470700160470114
1365.179,0.006844480283359116
1366.374,0.008469680543926737
1367.569,0.0012592159508891178
1368.764,0.0012065880293037699
1369.958,0.003164008026788365
1371.153,0.0030847955682891744
1372.347,0.00618171874785511
1373.541,0.00680803722720438
1374.735,0.002018152691074768
1375.928,0.003593304254077538
1377.122,0.008342873757216387
1378.315,0.003225585423309123
1379.508,0.011377605858841807
1380.701,0.003997469306654545
1381.893,0.0037712658188576997
1383.086,0.009910541023416758
1384.278,6.608557147270708e-05
1385.47,0.006611176642884239
1386.662,0.005289981856943449
1387.854,0.0
1389.046,0.007944688410121843
1390.237,0.004807628584280726
1391.428,0.005338513369073455
1392.619,0.006359881993302719
1393.81,0.005130381311995338
1395.001,0.0034135652660640756
1396.191,0.004386648770017367
1397.382,0.002896517096683521
1398.572,0.0050801722530652875
1399.762,0.004633410677268729
1400.952,0.0001769146549873349
1402.141,0.0030793824093857405
1403.331,0.0
1404.52,0.003047008585782703
1405.709,0.004963013976879293
1406.898,0.0014217954704414254
1408.087,0.0
1409.275,0.0
1410.464,0.0
1411.652,0.0
1412.84,0.0032512740163490625
1414.028,0.001793630961199685
1415.215,0.0015747156859424662
1416.403,0.0025952408642335193
1417.59,0.0
1418.777,0.006142576562947517
1419.964,7.871776831780788e-05
1421.151,0.0033628568546449117
1422.338,0.0047289333333185735
1423.524,0.0009554211335854667
1424.71,0.0030896031289405924
1425.896,0.0020752681077266886
1427.082,0.00010655417995143873
1428.268,0.010183150911846715
1429.453,0.0006240543887040312
1430.639,0.008033093040707168
1431.824,0.01589638125532138
1433.009,0.0206355538581138
1434.194,0.022284144371033317
1435.378,0.022735348017902873
1436.563,0.01988644682684475
1437.747,0.01780641131152878
1438.931,0.011939543522265622
1440.115,0.007919966120437074
1441.299,0.007839645533509597
1442.482,0.008505384877316485
1443.666,0.0005892196433883108
1444.849,0.008718427771840497
1446.032,0.0008152255233778692
1447.215,0.0015118995679369814
1448.397,0.01006874812591891
1449.58,0.00022001494004601551
1450.762,0.008260900624009014
1451.944,0.01016927680626652
1453.126,0.0025049870945559574
1454.308,0.0017150211185922204
1455.49,0.0016641436375331626
1456.671,0.0
1457.852,0.004740980374601645
1459.033,0.003491539337449223
1460.214,0.012512759000337869
1461.395,0.009045737510670856
1462.575,0.0
1463.756,0.008879330877035773
