raman_shift_cm-1,intensity
1353.113281,12543.982422
1354.78125,12576.727539
1356.445313,12403.830078
1358.111328,12362.985352
1359.777344,12442.263672
1361.441406,12356.34375
1363.105469,12477.72168
1364.769531,12241.494141
1366.433594,12415.504883
1368.095703,12514.420898
1369.759766,12381.801758
1371.421875,12444.65332
1373.083984,12372.134766
1374.746094,12463.598633
1376.408203,12350.415039
1378.068359,12318.47168
1379.728516,12363.303711
1381.388672,12253.033203
1383.048828,12276.779297
1384.708984,12333.681641
1386.369141,12377.044922
1388.027344,12293.80957
1389.685547,12139.677734
1391.34375,12309.694336
1393.001953,12331.96875
1394.660156,12385.933594
1396.316406,12355.418945
1397.972656,12364.131836
1399.628906,12283.779297
1401.285156,12108.264648
1402.941406,12248.319336
1404.595703,12279.670898
1406.251953,12314.057617
1407.90625,12263.827148
1409.560547,12272.525391
1411.214844,12331.119141
1412.867188,12359.493164
1414.521484,12316.788086
1416.173828,12314.911133
1417.826172,12229.805664
1419.478516,12342.935547
1421.130859,12353.170898
1422.78125,12464.861328
1424.433594,12258.547852
1426.083984,12121.828125
1427.734375,12259.294922
1429.382813,12243.754883
1431.033203,12441.938477
1432.681641,12402.169922
1434.332031,12230.449219
1435.980469,12445.44043
1437.628906,12414.74707
1439.275391,12346.102539
1440.923828,12415.545898
1442.570313,12371.15918
1444.216797,12317.642578
1445.863281,12548.112305
1447.509766,12315.353516
1449.15625,12472.987305
1450.800781,12319.137695
1452.445313,12311.149414
1454.089844,12368.533203
1455.734375,12273.868164
1457.378906,12287.15625
1459.021484,12543.871094
1460.666016,12367.005859
1462.308594,12407.716797
1463.951172,12501.726563
1465.59375,12536.390625
1467.234375,12388.304688
1468.876953,12422.957031
1470.517578,12517.046875
1472.158203,12656.896484
1473.798828,12578.824219
1475.439453,12378.745117
1477.078125,12465.277344
1478.71875,12417.617188
1480.357422,12479.782227
1481.996094,12363.433594
1483.634766,12469.874023
1485.271484,12507.661133
1486.910156,12424.833984
1488.546875,12400.006836
1490.183594,12477.517578
1491.820313,12422.130859
1493.457031,12403.396484
1495.091797,12225.679688
1496.728516,12190.076172
1498.363281,12438.895508
1499.998047,12141.762695
1501.632813,12459.521484
1503.265625,12318.34668
1504.900391,12331.697266
1506.533203,12426.188477
1508.166016,12347.692383
1509.798828,12468.262695
1511.431641,12472.459961
1513.0625,12392.388672
1514.695313,12379.712891
1516.326172,12649.074219
1517.957031,12473.928711
1519.587891,12464.326172
1521.21875,12394.898438
1522.847656,12426.694336
1524.478516,12503.00293
1526.107422,12367.539063
1527.736328,12420.838867
1529.363281,12446.521484
1530.992188,12525.967773
1532.619141,12453.369141
1534.248047,12474.462891
1535.875,12415.652344
1537.501953,12498.228516
1539.126953,12477.831055
1540.753906,12477.415039
1542.378906,12573.897461
1544.005859,12362.736328
1545.630859,12500.779297
1547.253906,12477.277344
1548.878906,12499.946289
1550.503906,12413.303711
1552.126953,12368.204102
1553.75,12466.339844
1555.373047,12472.074219
1556.996094,12562.566406
1558.617188,12677.757813
1560.240234,12649.620117
1561.861328,12619.926758
1563.482422,12789.183594
1565.103516,12685.457031
1566.724609,12577.055664
1568.34375,12772.644531
1569.964844,12821.666992
1571.583984,12725.575195
1573.203125,12532.148438
1574.822266,12744.880859
1576.439453,12699.691406
1578.058594,12682.296875
1579.675781,12787.0
1581.292969,12730.96582
1582.910156,12900.664063
1584.527344,12827.615234
1586.144531,12862.821289
1587.759766,12870.189453
1589.376953,12764.584961
1590.992188,12696.083984
1592.607422,13099.771484
1594.220703,12870.258789
1595.835938,12838.908203
1597.449219,12775.008789
1599.0625,12957.461914
1600.675781,12952.455078
1602.289063,12910.239258
1603.902344,12891.262695
1605.515625,12903.293945
1607.126953,12966.519531
1608.738281,12832.726563
1610.349609,12819.919922
1611.960938,12929.730469
1613.570313,12739.950195
1615.181641,12734.876953
1616.791016,12722.035156
1618.400391,12985.709961
1620.009766,12523.856445
1621.619141,12778.273438
1623.228516,12676.820313
1624.835938,12665.500977
1626.443359,12638.625977
1628.050781,12705.06543
1629.658203,12662.625977
1631.265625,12671.520508
1632.873047,12587.030273
1634.478516,12620.818359
1636.083984,12769.845703
1637.689453,12865.982422
1639.294922,12703.569336
1640.900391,12668.849609
1642.503906,12582.686523
1644.109375,12636.774414
1645.712891,12642.551758
1647.316406,12659.246094
1648.919922,12608.878906
1650.521484,12503.885742
1652.125,12604.820313
1653.726563,12615.273438
1655.328125,12564.849609
1656.929688,12472.246094
1658.53125,12587.30957
1660.132813,12616.507813
1661.732422,12430.112305
1663.332031,12473.352539
1664.931641,12485.348633
1666.53125,12450.449219
1668.130859,12656.338867
1669.730469,12591.742188
1671.328125,12520.860352
1672.925781,12506.274414
1674.523438,12641.919922
1676.121094,12567.870117
1677.71875,12492.222656
1679.316406,12516.763672
1680.912109,12365.888672
1682.507813,12456.209961
1684.103516,12579.473633
1685.699219,12483.368164
1687.294922,12554.956055
1688.888672,12566.991211
1690.484375,12582.166992
1692.078125,12330.6875
1693.671875,12546.638672
1695.265625,12533.570313
1696.857422,12548.74707
1698.451172,12604.746094
1700.042969,12492.753906
1701.636719,12540.910156
1703.228516,12642.495117
1704.818359,12508.439453
1706.410156,12496.907227
1708.0,12615.834961
1709.591797,12458.103516
1711.181641,12515.741211
1712.771484,12554.52832
1714.361328,12678.28125
1715.949219,12444.898438
1717.539063,12475.822266
1719.126953,12498.886719
1720.714844,12458.979492
1722.302734,12718.271484
1723.890625,12585.458008
1725.478516,12666.852539
1727.064453,12494.575195
1728.650391,12640.604492
1730.236328,12640.082031
1731.822266,12522.875977
1733.408203,12427.700195
1734.994141,12550.170898
1736.578125,12492.825195
1738.162109,12541.186523
1739.748047,12491.705078
1741.332031,12587.448242
1742.914063,12561.639648
1744.498047,12676.386719
1746.080078,12729.571289
1747.664063,12618.449219
1749.246094,12556.271484
1750.828125,12623.6875
1752.408203,12762.277344
1753.990234,12611.530273
1755.570313,12601.491211
1757.152344,12488.615234
1758.732422,12516.522461
1760.3125,12626.739258
1761.890625,12681.595703
1763.470703,12668.388672
1765.048828,12629.836914
1766.628906,12773.428711
1768.207031,12462.374023
1769.785156,12604.404297
1771.361328,12551.537109
1772.939453,12642.912109
1774.515625,12618.570313
1776.09375,12678.274414
1777.669922,12671.37793
1779.246094,12754.915039
1780.820313,12576.637695
1782.396484,12757.011719
1783.970703,12575.483398
1785.544922,12819.447266
1787.121094,12636.265625
1788.693359,12584.861328
1790.267578,12638.303711
1791.841797,12745.801758
1793.414063,12641.928711
1794.986328,12674.744141
1796.560547,12810.936523
1798.130859,12840.617188
1799.703125,12808.263672
1801.275391,12567.445313
1802.845703,12732.37207
1804.416016,12655.399414
1805.988281,12755.128906
1807.556641,12622.389648
1809.126953,12652.06543
1810.697266,12651.481445
1812.265625,12708.263672
1813.833984,12749.128906
1815.404297,12801.168945
1816.970703,12636.37793
1818.539063,12646.948242
1820.107422,12748.445313
1821.673828,12703.199219
1823.242188,12582.930664
1824.808594,12686.070313
1826.375,12623.21875
1827.939453,12486.888672
1829.505859,12633.19043
1831.070313,12656.547852
1832.636719,12671.925781
1834.201172,12565.852539
1835.765625,12622.773438
1837.330078,12697.899414
